HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457720.90429,2016-11-28.4005403,ba,2.11,14.642,10.640,0.007,212.783,1.491,V
2457720.90554,2016-11-28.4017915,ba,2.14,14.631,10.632,0.007,214.316,1.474,V
2457721.90283,2016-11-29.3991101,ba,1.77,15.004,10.717,0.006,198.046,1.138,V
2457721.90410,2016-11-29.4003769,ba,2.04,14.998,10.702,0.006,201.103,1.206,V
2457721.90536,2016-11-29.4016423,ba,2.02,15.023,10.733,0.007,195.305,1.205,V
2457735.86317,2016-12-13.3599402,ba,1.75,14.880,10.929,0.008,163.094,1.126,V
2457735.86443,2016-12-13.3611960,ba,1.70,14.972,10.925,0.007,163.676,1.092,V
2457735.86569,2016-12-13.3624613,ba,1.77,14.860,10.808,0.007,182.230,1.224,V
2457737.71721,2016-12-15.2140533,ba,1.62,14.976,10.647,0.006,211.340,1.107,V
2457737.71846,2016-12-15.2153090,ba,1.64,14.977,10.672,0.007,206.503,1.256,V
2457737.71971,2016-12-15.2165592,ba,1.68,14.956,10.670,0.006,207.095,1.221,V
2457745.83871,2016-12-23.3359503,ba,2.06,14.957,10.663,0.006,208.329,1.103,V
2457745.83998,2016-12-23.3372186,ba,1.99,15.005,10.691,0.006,202.853,1.156,V
2457745.84124,2016-12-23.3384791,ba,2.02,14.965,10.658,0.006,209.341,1.191,V
2457748.83319,2016-12-26.3305825,ba,2.43,13.980,10.646,0.012,211.473,2.401,V
2457748.83444,2016-12-26.3318326,ba,2.43,14.149,10.642,0.012,212.410,2.296,V
2457750.81281,2016-12-28.3103146,ba,1.77,14.955,10.632,0.006,214.316,1.148,V
2457750.81406,2016-12-28.3115692,ba,1.65,14.951,10.618,0.006,217.149,1.202,V
2457750.81532,2016-12-28.3128217,ba,1.70,14.945,10.634,0.007,213.974,1.295,V
2457756.79974,2017-01-03.2975869,ba,1.63,14.941,10.583,0.006,224.222,1.251,V
2457756.80099,2017-01-03.2988370,ba,1.67,14.990,10.616,0.006,217.596,1.226,V
2457756.80224,2017-01-03.3000936,ba,1.70,14.971,10.614,0.006,217.918,1.227,V
2457759.78149,2017-01-06.2795238,ba,2.24,15.122,11.230,0.008,123.563,0.866,V
2457759.78291,2017-01-06.2809384,ba,2.12,15.172,11.245,0.007,121.880,0.787,V
2457759.78416,2017-01-06.2821880,ba,2.16,15.194,11.241,0.007,122.314,0.808,V
2457764.77550,2017-01-11.2738466,ba,1.64,14.731,10.708,0.007,199.795,1.254,V
2457764.77675,2017-01-11.2750979,ba,1.67,14.791,10.733,0.008,195.296,1.427,V
2457764.77800,2017-01-11.2763480,ba,1.67,14.747,10.717,0.007,198.287,1.365,V
2457765.76058,2017-01-12.2589896,ba,1.74,14.991,10.866,0.006,172.803,1.010,V
2457765.76183,2017-01-12.2602415,ba,1.69,14.951,10.843,0.007,176.575,1.201,V
2457765.76310,2017-01-12.2615105,ba,1.61,15.016,10.859,0.008,174.037,1.211,V
2457767.76531,2017-01-14.2638590,ba,1.80,14.906,10.647,0.006,211.426,1.204,V
2457767.76658,2017-01-14.2651217,ba,2.03,14.921,10.645,0.006,211.915,1.251,V
2457767.76783,2017-01-14.2663773,ba,2.02,14.885,10.653,0.006,210.296,1.279,V
2457771.75103,2017-01-18.2498414,ba,2.07,15.098,11.044,0.007,146.709,0.962,V
2457771.75228,2017-01-18.2510929,ba,2.04,15.111,11.052,0.006,145.570,0.887,V
2457771.75354,2017-01-18.2523494,ba,2.04,15.120,11.022,0.007,149.728,0.922,V
2457774.74473,2017-01-21.2437489,ba,2.02,14.937,10.625,0.006,215.707,1.241,V
2457774.74603,2017-01-21.2450428,ba,2.02,14.945,10.599,0.006,221.148,1.199,V
2457774.74729,2017-01-21.2463114,ba,2.03,14.958,10.603,0.006,220.304,1.221,V
2457779.72715,2017-01-26.2265149,ba,2.01,14.974,10.675,0.006,206.067,1.145,V
2457779.72840,2017-01-26.2277643,ba,2.02,14.935,10.652,0.006,210.558,1.175,V
2457779.72967,2017-01-26.2290280,ba,1.99,14.989,10.651,0.006,210.452,1.147,V
2457781.72436,2017-01-28.2238589,ba,2.07,14.925,10.628,0.006,215.066,1.174,V
2457781.72562,2017-01-28.2251278,ba,2.09,14.933,10.622,0.006,216.462,1.183,V
2457781.72688,2017-01-28.2263915,ba,2.07,14.939,10.628,0.006,215.250,1.278,V
2457786.71024,2017-02-02.2101017,ba,1.69,14.859,10.622,0.007,216.245,1.391,V
2457786.71153,2017-02-02.2113858,ba,1.73,14.869,10.613,0.007,218.071,1.392,V
2457786.71280,2017-02-02.2126608,ba,1.66,14.848,10.603,0.006,220.044,1.344,V
2457912.11475,2017-06-07.6182773,ba,1.72,14.845,10.627,0.007,215.354,1.495,V
2457912.11602,2017-06-07.6195446,ba,1.71,14.699,10.628,0.008,215.153,1.512,V
2457913.11123,2017-06-08.6147240,ba,1.79,14.498,10.630,0.009,214.639,1.734,V
2457913.11251,2017-06-08.6160008,ba,1.73,14.585,10.618,0.009,217.155,1.795,V
2457913.11378,2017-06-08.6172684,ba,1.79,14.646,10.642,0.007,212.536,1.425,V
2457914.10755,2017-06-09.6110055,ba,1.68,14.797,10.761,0.007,190.300,1.326,V
2457914.10883,2017-06-09.6122833,ba,1.70,14.863,10.859,0.008,173.857,1.270,V
2457914.11010,2017-06-09.6135550,ba,1.70,14.822,10.825,0.009,179.512,1.464,V
2457917.10444,2017-06-12.6077809,ba,1.64,14.816,10.623,0.007,216.268,1.407,V
2457917.10572,2017-06-12.6090548,ba,1.72,14.833,10.616,0.007,217.478,1.382,V
2457917.10699,2017-06-12.6103284,ba,1.64,14.873,10.619,0.007,216.826,1.364,V
2457928.08783,2017-06-23.5906793,ba,1.61,14.996,10.731,0.007,195.648,1.246,V
2457928.08911,2017-06-23.5919546,ba,1.68,14.940,10.593,0.007,222.190,1.406,V
2457928.09037,2017-06-23.5932184,ba,1.63,14.994,10.721,0.007,197.422,1.229,V
2457932.07223,2017-06-27.5748668,ba,1.76,14.948,10.657,0.006,209.430,1.234,V
2457932.07349,2017-06-27.5761354,ba,1.79,14.931,10.617,0.006,217.268,1.296,V
2457932.07477,2017-06-27.5774013,ba,1.72,14.784,10.671,0.007,206.712,1.384,V
2457936.06105,2017-07-01.5634625,ba,1.67,14.926,10.606,0.006,219.526,1.250,V
2457936.06232,2017-07-01.5647409,ba,1.77,14.936,10.570,0.007,227.055,1.426,V
2457936.06360,2017-07-01.5660167,ba,1.75,14.961,10.617,0.007,217.419,1.330,V
2457942.04634,2017-07-07.5484107,ba,1.98,14.829,10.612,0.006,218.296,1.357,V
2457942.04761,2017-07-07.5496760,ba,1.77,14.847,10.623,0.007,216.086,1.364,V
2457942.04886,2017-07-07.5509370,ba,1.75,14.850,10.637,0.007,213.258,1.298,V
2457945.09180,2017-07-10.5936952,ba,2.01,15.120,11.219,0.008,124.791,0.878,V
2457945.09307,2017-07-10.5949593,ba,2.02,15.092,11.239,0.008,122.510,0.908,V
2457948.06083,2017-07-13.5625320,ba,1.97,99.990,99.990,99.990,99.990,99.990,V
2457948.06209,2017-07-13.5637956,ba,2.05,14.477,10.613,0.019,218.173,3.882,V
2457948.06335,2017-07-13.5650590,ba,2.03,14.719,10.592,0.007,222.432,1.507,V
2457954.06009,2017-07-19.5614150,ba,1.69,14.967,10.636,0.007,213.548,1.365,V
2457954.06137,2017-07-19.5626915,ba,1.61,14.958,10.603,0.007,219.982,1.322,V
2457954.06264,2017-07-19.5639537,ba,1.66,14.942,10.578,0.007,225.234,1.346,V
2457961.07419,2017-07-26.5750439,ba,1.63,14.956,10.616,0.007,217.431,1.309,V
2457961.07547,2017-07-26.5763187,ba,1.64,14.952,10.548,0.006,231.594,1.332,V
2457961.07675,2017-07-26.5775947,ba,1.67,14.963,10.617,0.007,217.385,1.362,V
2457967.02295,2017-08-01.5233936,ba,1.64,14.960,10.598,0.007,220.983,1.439,V
2457967.02420,2017-08-01.5246559,ba,1.69,14.941,10.567,0.007,227.540,1.404,V
2457967.02552,2017-08-01.5259706,ba,1.74,14.937,10.591,0.006,222.513,1.260,V
2457970.96805,2017-08-05.4682225,ba,2.19,14.871,10.754,0.007,191.600,1.244,V
2457970.96934,2017-08-05.4695108,ba,2.24,14.843,10.744,0.007,193.410,1.219,V
2457970.97060,2017-08-05.4707785,ba,2.19,14.798,10.728,0.007,196.166,1.321,V
2457974.97044,2017-08-09.4703343,ba,1.65,14.887,10.664,0.006,208.168,1.245,V
2457974.97170,2017-08-09.4716037,ba,1.62,14.847,10.645,0.007,211.797,1.357,V
2457974.97298,2017-08-09.4728771,ba,1.58,14.883,10.668,0.006,207.354,1.255,V
2457979.05592,2017-08-13.5555381,ba,1.68,14.903,10.531,0.006,235.221,1.374,V
2457979.05719,2017-08-13.5568085,ba,1.66,14.936,10.621,0.007,216.527,1.358,V
2457979.05846,2017-08-13.5580778,ba,1.66,14.899,10.612,0.007,218.246,1.461,V
2457982.05835,2017-08-16.5577608,ba,1.64,15.018,10.812,0.007,181.740,1.133,V
2457982.05961,2017-08-16.5590261,ba,1.70,15.023,10.793,0.007,184.912,1.154,V
2457982.06088,2017-08-16.5602899,ba,1.74,15.009,10.786,0.006,185.959,1.070,V
2457986.06678,2017-08-20.5659199,ba,1.67,15.005,10.686,0.006,203.804,1.156,V
2457986.06806,2017-08-20.5671994,ba,1.69,15.017,10.683,0.006,204.531,1.216,V
2457986.06932,2017-08-20.5684611,ba,1.73,15.004,10.694,0.007,202.622,1.285,V
2457991.95627,2017-08-26.4550214,ba,1.73,14.953,10.623,0.006,216.072,1.239,V
2457991.95754,2017-08-26.4562920,ba,1.67,14.959,10.621,0.007,216.599,1.364,V
2457991.95882,2017-08-26.4575678,ba,1.73,14.930,10.608,0.006,219.217,1.171,V
2457996.03837,2017-08-30.5368663,ba,2.06,14.734,10.564,0.007,228.222,1.491,V
2457996.03964,2017-08-30.5381325,ba,2.05,14.696,10.561,0.007,229.004,1.469,V
2457996.04093,2017-08-30.5394097,ba,2.03,14.825,10.612,0.006,218.358,1.363,V
2457998.94287,2017-09-02.4411762,ba,1.63,14.939,10.595,0.007,221.904,1.396,V
2457998.94415,2017-09-02.44245,ba,1.63,14.918,10.637,0.007,213.340,1.338,V
2457998.94543,2017-09-02.4437232,ba,1.63,14.943,10.640,0.006,212.909,1.127,V
2458001.93768,2017-09-05.4357918,ba,2.02,14.850,10.656,0.007,209.620,1.341,V
2458001.93895,2017-09-05.4370671,ba,1.99,14.823,10.659,0.008,209.166,1.470,V
2458001.94023,2017-09-05.4383420,ba,2.00,14.856,10.662,0.008,208.621,1.390,V
2458007.99027,2017-09-11.4880307,ba,2.08,14.891,10.636,0.006,213.710,1.217,V
2458007.99155,2017-09-11.4893087,ba,2.06,14.912,10.625,0.006,215.782,1.266,V
2458007.99282,2017-09-11.4905815,ba,2.05,14.894,10.629,0.005,214.973,1.123,V
2458010.93984,2017-09-14.4374224,ba,1.65,14.995,10.650,0.006,210.943,1.249,V
2458010.94111,2017-09-14.4386940,ba,1.64,14.936,10.568,0.006,227.263,1.194,V
2458011.92774,2017-09-15.4252752,ba,1.62,15.077,10.914,0.007,165.264,1.025,V
2458011.92902,2017-09-15.4265545,ba,1.62,15.098,10.936,0.007,162.044,1.029,V
2458011.93029,2017-09-15.4278299,ba,1.57,15.088,10.925,0.007,163.671,1.089,V
2458016.09561,2017-09-19.5929302,ba,1.63,14.940,10.620,0.006,216.666,1.240,V
2458016.09689,2017-09-19.5941959,ba,1.73,14.951,10.646,0.006,211.633,1.188,V
2458016.09816,2017-09-19.5954730,ba,1.74,14.919,10.626,0.006,215.610,1.136,V
2458020.05160,2017-09-23.5487123,ba,1.69,14.933,10.597,0.006,221.521,1.314,V
2458020.05286,2017-09-23.5499783,ba,1.70,14.931,10.605,0.006,219.620,1.239,V
2458020.05412,2017-09-23.5512438,ba,1.74,14.937,10.604,0.006,219.993,1.257,V
2458022.04246,2017-09-25.5394799,ba,1.73,14.936,10.566,0.007,227.901,1.362,V
2458022.04374,2017-09-25.5407606,ba,1.67,14.974,10.641,0.006,212.661,1.254,V
2458022.04502,2017-09-25.5420349,ba,1.70,14.926,10.634,0.006,213.974,1.268,V
2458023.93473,2017-09-27.4316630,ba,1.70,15.076,10.887,0.007,169.550,1.076,V
2458024.94202,2017-09-28.4389085,ba,2.11,14.997,10.781,0.006,186.827,1.025,V
2458024.94329,2017-09-28.4401746,ba,2.22,14.982,10.792,0.007,184.969,1.113,V
2458024.94455,2017-09-28.4414405,ba,2.32,14.914,10.763,0.006,189.934,1.006,V
2458027.93628,2017-10-01.4330408,ba,1.57,14.937,10.633,0.007,214.091,1.350,V
2458027.93754,2017-10-01.4343040,ba,1.61,14.951,10.623,0.008,216.193,1.517,V
2458027.93882,2017-10-01.4355796,ba,1.59,14.952,10.609,0.007,218.952,1.441,V
2458032.03293,2017-10-05.5295326,ba,2.35,14.659,10.642,0.008,212.433,1.518,V
2458032.03420,2017-10-05.5307978,ba,2.41,14.682,10.624,0.008,215.859,1.520,V
2458032.03548,2017-10-05.5320740,ba,2.38,14.742,10.634,0.007,213.924,1.415,V
2458034.84893,2017-10-08.3454209,ba,1.74,14.498,10.626,0.009,215.467,1.862,V
2458034.85020,2017-10-08.3466981,ba,1.72,14.584,10.632,0.009,214.343,1.657,V
2458034.85148,2017-10-08.347975,ba,1.72,14.589,10.644,0.010,212.075,1.843,V
2458037.01062,2017-10-10.5070482,ba,1.63,14.957,10.715,0.006,198.504,1.217,V
2458037.01191,2017-10-10.5083348,ba,1.71,14.966,10.742,0.007,193.575,1.215,V
2458037.01319,2017-10-10.5096120,ba,1.64,14.971,10.735,0.007,194.944,1.322,V
2458038.03323,2017-10-11.5296322,ba,1.67,14.923,10.673,0.007,206.357,1.342,V
2458038.03451,2017-10-11.5309004,ba,1.63,14.942,10.673,0.007,206.341,1.298,V
2458038.03579,2017-10-11.5321787,ba,1.64,14.957,10.667,0.007,207.594,1.399,V
2458044.78751,2017-10-18.2837177,ba,2.31,14.885,10.679,0.007,205.280,1.171,V
2458044.78878,2017-10-18.2849877,ba,2.26,14.894,10.663,0.006,208.217,1.232,V
2458044.79005,2017-10-18.2862625,ba,2.27,14.917,10.684,0.007,204.201,1.291,V
2458045.80799,2017-10-19.3041834,ba,2.37,14.852,10.586,0.007,223.757,1.432,V
2458046.79465,2017-10-20.2908186,ba,2.39,14.807,10.590,0.007,222.712,1.417,V
2458046.79596,2017-10-20.2921244,ba,2.30,14.842,10.608,0.006,219.142,1.238,V
2458048.81519,2017-10-22.3113164,ba,1.64,14.963,10.719,0.007,197.939,1.266,V
2458048.81645,2017-10-22.3125748,ba,1.60,14.980,10.777,0.007,187.577,1.097,V
2458048.81773,2017-10-22.3138484,ba,1.64,15.001,10.776,0.007,187.743,1.261,V
2458055.84696,2017-10-29.3429890,ba,1.64,15.026,10.796,0.007,184.396,1.250,V
2458055.84823,2017-10-29.3442532,ba,1.64,15.010,10.784,0.008,186.206,1.374,V
2458055.84950,2017-10-29.3455222,ba,1.63,15.019,10.803,0.007,183.237,1.207,V
2458056.81493,2017-10-30.3109493,ba,1.63,14.930,10.665,0.007,207.830,1.391,V
2458056.81621,2017-10-30.3122269,ba,1.59,14.957,10.693,0.006,202.610,1.237,V
2458056.81752,2017-10-30.3135299,ba,1.62,14.969,10.705,0.007,200.353,1.319,V
2458059.79237,2017-11-02.2883515,ba,1.68,14.759,10.695,0.008,202.136,1.505,V
2458059.79361,2017-11-02.2896008,ba,1.77,14.765,10.689,0.009,203.446,1.629,V
2458059.79488,2017-11-02.2908629,ba,1.76,14.751,10.673,0.008,206.418,1.468,V
2458060.82204,2017-11-03.3180163,ba,2.10,14.707,10.734,0.008,195.205,1.447,V
2458060.82330,2017-11-03.3192829,ba,2.09,14.788,10.750,0.008,192.301,1.474,V
2458060.82456,2017-11-03.3205436,ba,2.10,14.761,10.779,0.008,187.319,1.358,V
2458061.78684,2017-11-04.2828206,ba,2.29,14.754,11.220,0.010,124.695,1.161,V
2458061.78815,2017-11-04.2841277,ba,2.43,14.757,11.214,0.010,125.404,1.169,V
2458061.78943,2017-11-04.2854037,ba,2.33,14.797,11.197,0.009,127.438,1.099,V
2458062.78656,2017-11-05.2825314,ba,2.14,14.775,10.583,0.007,224.225,1.449,V
2458062.78788,2017-11-05.2838488,ba,2.14,14.711,10.637,0.007,213.354,1.383,V
2458062.78914,2017-11-05.2851160,ba,2.13,14.839,10.654,0.008,210.131,1.434,V
2458064.96536,2017-11-07.4613287,ba,2.01,14.814,10.670,0.007,206.869,1.348,V
2458064.96662,2017-11-07.4625936,ba,2.02,14.889,10.681,0.007,204.881,1.257,V
2458064.96788,2017-11-07.4638557,ba,2.02,14.791,10.667,0.008,207.459,1.528,V
2458065.95745,2017-11-08.4534324,ba,2.19,14.873,10.749,0.007,192.476,1.283,V
2458065.95872,2017-11-08.4546901,ba,2.20,14.924,10.734,0.007,195.258,1.128,V
2458065.95998,2017-11-08.4559540,ba,2.19,14.898,10.750,0.007,192.261,1.289,V
2458066.91553,2017-11-09.4115038,ba,2.00,15.212,11.232,0.008,123.282,0.855,V
2458066.91679,2017-11-09.4127682,ba,1.98,15.164,11.234,0.007,123.122,0.785,V
2458066.91806,2017-11-09.4140306,ba,1.98,15.206,11.222,0.008,124.419,0.830,V
2458067.89655,2017-11-10.3925331,ba,2.04,14.276,10.670,0.013,207.019,2.443,V
2458067.89782,2017-11-10.3937928,ba,1.89,14.585,10.737,0.009,194.553,1.604,V
2458067.89907,2017-11-10.3950465,ba,1.76,14.786,10.715,0.008,198.575,1.460,V
2458070.87690,2017-11-13.3728960,ba,1.65,14.944,10.610,0.006,218.761,1.286,V
2458070.87817,2017-11-13.3741622,ba,1.63,14.939,10.613,0.007,218.083,1.329,V
2458070.87942,2017-11-13.3754168,ba,1.64,14.929,10.597,0.006,221.383,1.180,V
2458071.87297,2017-11-14.3689747,ba,1.66,14.998,10.688,0.007,203.482,1.231,V
2458071.87423,2017-11-14.3702383,ba,1.64,14.990,10.677,0.006,205.487,1.076,V
2458071.87549,2017-11-14.3714943,ba,1.62,14.966,10.684,0.006,204.320,1.218,V
2458073.77211,2017-11-16.2681324,ba,1.74,15.214,11.224,0.008,124.228,0.814,V
2458073.77338,2017-11-16.2694019,ba,1.82,15.236,11.229,0.007,123.751,0.830,V
2458073.77464,2017-11-16.2706581,ba,1.76,15.183,11.233,0.008,123.203,0.830,V
2458075.92170,2017-11-18.4177493,ba,1.72,14.930,10.621,0.006,216.669,1.303,V
2458075.92296,2017-11-18.4190097,ba,1.69,14.909,10.601,0.006,220.567,1.188,V
2458075.92422,2017-11-18.4202702,ba,1.62,14.899,10.566,0.007,227.854,1.425,V
2458077.84915,2017-11-20.3452326,ba,2.06,14.931,10.638,0.006,213.151,1.268,V
2458077.85042,2017-11-20.3464971,ba,2.07,14.924,10.639,0.006,212.978,1.246,V
2458077.85168,2017-11-20.3477591,ba,2.26,14.869,10.643,0.006,212.230,1.282,V
2458079.88364,2017-11-22.3797571,ba,1.64,14.972,10.735,0.006,194.883,1.131,V
2458079.88491,2017-11-22.3810237,ba,1.68,15.016,10.751,0.007,191.978,1.225,V
2458079.88617,2017-11-22.3822895,ba,1.70,14.982,10.697,0.006,201.812,1.175,V
2458099.87104,2017-12-12.36775,ba,2.07,14.521,10.632,0.008,214.277,1.498,V
2458099.87231,2017-12-12.3690202,ba,2.06,14.515,10.566,0.007,227.864,1.490,V
2458101.86381,2017-12-14.3606100,ba,1.68,14.904,10.627,0.006,215.283,1.172,V
2458101.86508,2017-12-14.3618803,ba,2.03,14.906,10.621,0.006,216.465,1.285,V
2458101.86635,2017-12-14.3631502,ba,1.77,14.924,10.632,0.006,214.386,1.178,V
2458112.70611,2017-12-25.2034328,ba,1.64,14.927,10.607,0.006,219.320,1.271,V
2458112.70830,2017-12-25.2056295,ba,1.60,14.930,10.622,0.006,216.363,1.249,V
2458112.71059,2017-12-25.2079121,ba,1.65,14.959,10.604,0.006,220.029,1.215,V
2458115.79987,2017-12-28.2973601,ba,1.75,14.703,10.802,0.008,183.429,1.408,V
2458115.80148,2017-12-28.2989668,ba,1.69,14.951,10.899,0.007,167.584,1.150,V
2458118.77557,2017-12-31.2732245,ba,2.04,14.840,10.628,0.007,215.296,1.434,V
2458118.77734,2017-12-31.2750016,ba,2.02,14.796,10.628,0.007,215.150,1.386,V
2458118.77902,2017-12-31.2766798,ba,2.04,14.844,10.609,0.006,218.840,1.338,V
2458119.80457,2018-01-01.3022881,ba,2.05,14.743,10.637,0.007,213.331,1.403,V
2458119.80626,2018-01-01.3039759,ba,2.07,14.739,10.649,0.007,210.961,1.428,V
2458119.80785,2018-01-01.3055664,ba,2.05,14.824,10.605,0.006,219.845,1.359,V
2458120.81324,2018-01-02.3110153,ba,1.99,14.718,10.678,0.008,205.560,1.520,V
2458120.81481,2018-01-02.3125868,ba,1.77,14.835,10.640,0.007,212.843,1.412,V
2458120.81636,2018-01-02.3141348,ba,1.95,14.758,10.690,0.008,203.194,1.463,V
2458121.80580,2018-01-03.3036400,ba,1.74,15.037,11.204,0.008,126.608,0.970,V
2458121.80751,2018-01-03.3053460,ba,1.78,15.029,11.211,0.008,125.731,0.979,V
2458121.80931,2018-01-03.3071399,ba,1.98,15.006,11.206,0.009,126.344,0.982,V
2458247.75767,2018-05-09.2617729,bq,1.63,99.990,99.990,99.990,99.990,99.990,g
2458251.86577,2018-05-13.3698587,br,1.60,99.990,99.990,99.990,99.990,99.990,g
2458253.73491,2018-05-15.2389747,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2458263.72259,2018-05-25.2265055,bq,1.52,99.990,99.990,99.990,99.990,99.990,g
2458276.10934,2018-06-06.6129096,ba,1.98,14.912,10.744,0.008,193.323,1.379,V
2458276.11061,2018-06-06.6141813,ba,2.01,14.819,10.690,0.007,203.150,1.346,V
2458276.11189,2018-06-06.6154582,ba,2.03,14.852,10.735,0.008,194.841,1.367,V
2458280.11009,2018-06-10.6135187,ba,1.62,14.768,10.583,0.008,224.049,1.604,V
2458280.11137,2018-06-10.6147996,ba,1.65,14.733,10.628,0.008,215.192,1.642,V
2458280.11265,2018-06-10.6160762,ba,1.68,14.655,10.593,0.008,222.274,1.575,V
2458281.10249,2018-06-11.6058748,ba,1.66,14.828,10.636,0.008,213.723,1.430,V
2458281.10377,2018-06-11.6071532,ba,1.64,14.663,10.601,0.008,220.616,1.660,V
2458281.10505,2018-06-11.6084376,ba,1.56,14.625,10.638,0.008,213.188,1.603,V
2458282.10178,2018-06-12.6051288,ba,2.00,14.921,10.680,0.006,205.066,1.194,V
2458282.10305,2018-06-12.6064021,ba,2.00,14.909,10.702,0.007,200.983,1.258,V
2458282.10433,2018-06-12.6076805,ba,1.99,14.929,10.676,0.006,205.758,1.237,V
2458285.09019,2018-06-15.5934100,ba,1.63,14.913,10.642,0.007,212.477,1.411,V
2458285.09146,2018-06-15.5946875,ba,1.58,14.927,10.632,0.007,214.262,1.433,V
2458285.09274,2018-06-15.5959634,ba,1.59,14.877,10.560,0.006,229.020,1.336,V
2458289.07919,2018-06-19.5822424,ba,1.98,15.035,10.854,0.008,174.585,1.180,V
2458289.08048,2018-06-19.5835210,ba,1.98,14.996,10.798,0.007,183.986,1.212,V
2458289.08176,2018-06-19.5848072,ba,1.97,15.024,10.852,0.007,174.972,1.119,V
2458292.94745,2018-06-23.4503100,bq,1.57,15.129,10.742,0.006,183.343,1.019,g
2458292.94872,2018-06-23.4515862,bq,1.62,15.109,10.739,0.006,183.849,1.038,g
2458292.94994,2018-06-23.4527998,bq,1.64,15.074,10.736,0.006,184.356,1.055,g
2458293.95091,2018-06-24.4537141,bq,1.60,15.107,10.758,0.007,180.622,1.077,g
2458293.95212,2018-06-24.4549271,bq,1.58,15.082,10.751,0.006,181.744,1.034,g
2458299.08476,2018-06-29.5872988,ba,2.04,14.842,10.625,0.007,215.783,1.459,V
2458299.08603,2018-06-29.5885743,ba,2.02,14.825,10.641,0.008,212.627,1.544,V
2458299.08731,2018-06-29.5898512,ba,2.05,14.809,10.622,0.007,216.280,1.341,V
2458304.92379,2018-07-05.4260070,bq,1.57,15.103,10.731,0.006,185.249,1.083,g
2458304.92501,2018-07-05.4272260,bq,1.62,15.105,10.734,0.006,184.755,0.963,g
2458304.92621,2018-07-05.4284320,bq,1.52,15.097,10.724,0.006,186.356,1.084,g
2458306.06427,2018-07-06.5664170,ba,1.96,14.924,10.642,0.007,212.237,1.348,V
2458306.06555,2018-07-06.5676938,ba,1.98,14.892,10.657,0.007,209.448,1.430,V
2458306.06682,2018-07-06.5689701,ba,2.00,14.890,10.645,0.006,211.852,1.220,V
2458310.07110,2018-07-10.5730067,ba,1.98,14.918,10.614,0.007,217.931,1.320,V
2458310.07237,2018-07-10.5742787,ba,1.97,14.928,10.613,0.006,218.190,1.269,V
2458310.07364,2018-07-10.5755506,ba,1.96,14.872,10.516,0.006,238.411,1.356,V
2458312.95375,2018-07-13.4554881,bq,1.48,15.161,10.770,0.006,178.547,0.890,g
2458312.95497,2018-07-13.4567068,bq,1.53,15.149,10.784,0.006,176.434,0.895,g
2458312.95621,2018-07-13.4579375,bq,1.61,15.126,10.780,0.006,177.148,1.014,g
2458316.03514,2018-07-16.5366737,ba,1.94,14.858,10.532,0.007,234.981,1.565,V
2458316.03641,2018-07-16.5379406,ba,1.64,14.885,10.538,0.007,233.711,1.527,V
2458316.03768,2018-07-16.5392151,ba,1.58,14.914,10.625,0.006,215.651,1.147,V
2458318.95322,2018-07-19.4545615,bq,1.46,15.180,10.797,0.005,174.271,0.863,g
2458318.95444,2018-07-19.4557800,bq,1.49,15.182,10.810,0.006,172.201,0.879,g
2458318.95566,2018-07-19.4570060,bq,1.55,15.155,10.796,0.006,174.474,0.894,g
2458320.02148,2018-07-20.5227528,ba,1.57,14.996,10.857,0.007,174.119,1.096,V
2458320.02276,2018-07-20.5240337,ba,1.61,14.954,10.790,0.007,185.475,1.178,V
2458320.02405,2018-07-20.5253185,ba,1.60,14.983,10.861,0.007,173.584,1.154,V
2458323.95879,2018-07-24.4598042,ba,1.96,99.990,99.990,99.990,99.990,99.990,V
2458324.00855,2018-07-24.5095557,ba,1.66,13.995,10.628,0.013,215.227,2.574,V
2458324.00982,2018-07-24.5108310,ba,1.61,13.841,10.660,0.016,208.818,2.962,V
2458324.01111,2018-07-24.5121175,ba,1.66,13.827,10.659,0.014,209.107,2.650,V
2458325.00994,2018-07-25.5108887,ba,2.28,14.781,10.658,0.007,209.160,1.405,V
2458325.01122,2018-07-25.5121605,ba,2.26,14.746,10.698,0.007,201.610,1.351,V
2458325.01250,2018-07-25.5134401,ba,2.27,14.855,10.695,0.007,202.278,1.344,V
2458327.93256,2018-07-28.4333068,bq,1.55,15.009,10.789,0.006,175.503,1.032,g
2458327.93378,2018-07-28.4345172,bq,1.58,15.031,10.797,0.006,174.250,1.035,g
2458327.93499,2018-07-28.4357361,bq,1.50,15.010,10.805,0.007,172.970,0.999,g
